Ride_ID,Date,City,Pickup_Area,Drop_Area,Distance_km,Ride_Time_min,Fare_INR,Driver_Rating,Rider_Rating,Payment_Mode,Ride_Status
R13273,2025-04-27,Pune,Mehdipatnam,Secunderabad,10.2,35,128.42,4.86,4.87,Cash,Completed
R13274,2025-02-27,Mumbai,Secunderabad,LB Nagar,4.81,16,94.17,4.04,4.73,Card,Completed
R13275,2025-06-03,Delhi,Mehdipatnam,Ameerpet,7.07,40,100.78,4.54,4.86,UPI,Cancelled
R13276,2025-02-22,Mumbai,Uppal,Jubilee Hills,6.91,36,127.35,3.95,4.11,Cash,Cancelled
R13277,2025-06-13,Bangalore,Jubilee Hills,LB Nagar,9.57,55,208.36,4.8,3.91,Cash,Completed
R13278,2025-02-08,Delhi,LB Nagar,Ameerpet,4.68,20,114.49,4.7,4.22,Cash,Cancelled
R13279,2025-06-19,Pune,Mehdipatnam,Kondapur,6.37,24,137.4,4.88,4.22,Card,Completed
R13280,2025-03-20,Bangalore,Hitech City,LB Nagar,8.79,45,117.22,4.26,4.21,Cash,Completed
R13281,2025-03-15,Pune,Madhapur,Banjara Hills,4.75,21,79.23,4.24,4.9,UPI,Completed
R13282,2025-01-30,Pune,Kukatpally,Jubilee Hills,2.99,11,73.03,4.66,4.37,Card,Completed
R13283,2025-01-18,Bangalore,LB Nagar,Somajiguda,1.86,5,61.64,4.96,3.83,UPI,Completed
R13284,2025-02-18,Hyderabad,Kondapur,Kukatpally,6.01,30,82.03,3.95,4.36,UPI,Completed
R13285,2025-04-29,Pune,Kukatpally,Begumpet,3.77,15,92.39,4.99,4.63,Card,Completed
R13286,2025-02-06,Mumbai,Kondapur,Secunderabad,11.21,66,201.8,4.34,4.11,UPI,Completed
R13287,2025-05-03,Hyderabad,Secunderabad,Gachibowli,2.04,9,47.16,4.83,4.63,Card,Cancelled
R13288,2025-04-09,Bangalore,Somajiguda,Gachibowli,12.34,57,213.65,4.4,3.83,UPI,Completed
R13289,2025-05-22,Mumbai,Miyapur,Uppal,6.16,34,91.65,4.51,4.33,Card,Completed
R13290,2025-02-05,Mumbai,Mehdipatnam,Madhapur,7.73,33,161.73,4.95,4.91,Card,Completed
R13291,2025-03-29,Bangalore,Miyapur,Begumpet,4.75,27,81.74,4.08,4.76,Card,Completed
R13292,2025-03-30,Bangalore,Somajiguda,Jubilee Hills,9.48,30,145.94,4.7,4.37,Cash,Completed
R13293,2025-01-06,Bangalore,Gachibowli,Kukatpally,8.06,26,136.48,4.38,4.1,Card,Cancelled
R13294,2025-01-08,Chennai,Madhapur,Somajiguda,10.55,54,167.17,4.31,4.76,Cash,Completed
R13295,2025-01-18,Hyderabad,Kondapur,Secunderabad,6.55,34,143.77,3.97,4.07,Card,Completed
R13296,2025-04-01,Mumbai,Uppal,Secunderabad,12.6,71,157.06,4.84,4.75,Card,Completed
R13297,2025-02-21,Mumbai,Uppal,Madhapur,5.59,33,100.06,4.3,4.24,Cash,Completed
R13298,2025-01-23,Delhi,Banjara Hills,LB Nagar,13.76,55,165.63,4.72,4.54,UPI,Completed
R13299,2025-05-25,Pune,LB Nagar,Uppal,10.27,50,228.06,4.0,4.45,Cash,Cancelled
R13300,2025-04-20,Chennai,Jubilee Hills,Uppal,7.27,42,144.2,4.03,4.57,Cash,Completed
R13301,2025-04-05,Hyderabad,Mehdipatnam,Hitech City,2.21,12,47.83,4.59,4.34,UPI,Completed
R13302,2025-01-21,Pune,LB Nagar,Kondapur,8.33,33,102.33,4.36,4.92,Cash,Completed
R13303,2025-05-14,Chennai,Jubilee Hills,Ameerpet,2.69,11,57.9,4.0,4.97,Cash,Completed
R13304,2025-05-14,Hyderabad,Banjara Hills,Mehdipatnam,4.52,20,114.43,4.09,4.73,Card,Completed
R13305,2025-05-06,Mumbai,Kukatpally,Mehdipatnam,6.32,37,115.83,4.18,4.91,UPI,Completed
R13306,2025-02-27,Chennai,Begumpet,Mehdipatnam,1.9,8,54.47,4.58,3.99,UPI,Cancelled
R13307,2025-06-07,Chennai,Mehdipatnam,Uppal,12.74,46,145.31,4.27,4.22,UPI,Cancelled
R13308,2025-03-12,Delhi,Ameerpet,Uppal,5.74,18,103.57,4.39,4.5,Card,Completed
R13309,2025-06-26,Chennai,Mehdipatnam,Uppal,11.69,64,157.31,4.72,4.52,Cash,Completed
R13310,2025-03-26,Pune,Begumpet,Uppal,13.06,68,275.97,4.83,4.9,UPI,Completed
R13311,2025-06-21,Mumbai,LB Nagar,Mehdipatnam,9.73,58,200.65,3.9,4.85,UPI,Cancelled
R13312,2025-02-14,Hyderabad,Begumpet,Somajiguda,13.78,47,174.09,4.73,4.32,UPI,Cancelled
R13313,2025-04-14,Chennai,Hitech City,Miyapur,14.47,57,268.5,4.76,4.76,UPI,Completed
R13314,2025-04-18,Pune,Banjara Hills,Kukatpally,8.47,35,178.43,4.63,4.25,UPI,Completed
R13315,2025-04-18,Chennai,LB Nagar,Jubilee Hills,5.99,35,112.89,3.82,4.66,Cash,Cancelled
R13316,2025-02-28,Delhi,Hitech City,Miyapur,14.82,62,260.31,4.48,4.43,Card,Completed
R13317,2025-02-08,Delhi,Banjara Hills,Secunderabad,3.11,10,65.17,4.15,4.61,Card,Completed
R13318,2025-03-19,Mumbai,Banjara Hills,Secunderabad,7.84,46,112.19,4.21,4.62,UPI,Completed
R13319,2025-03-15,Pune,Mehdipatnam,LB Nagar,11.27,64,217.63,4.31,4.52,Cash,Completed
R13320,2025-06-09,Pune,Secunderabad,Mehdipatnam,10.97,34,201.44,4.18,3.99,Cash,Completed
R13321,2025-03-13,Delhi,Somajiguda,Begumpet,1.24,3,39.09,4.71,4.66,Cash,Completed
R13322,2025-06-05,Hyderabad,Uppal,Begumpet,9.62,31,116.79,4.75,4.61,UPI,Completed
R13323,2025-06-30,Bangalore,Miyapur,Somajiguda,3.47,11,64.72,4.55,4.36,Card,Completed
R13324,2025-02-20,Mumbai,Mehdipatnam,Ameerpet,13.88,54,170.0,4.91,4.18,Card,Completed
R13325,2025-05-12,Hyderabad,Hitech City,LB Nagar,4.99,26,106.4,4.34,3.87,Card,Completed
R13326,2025-01-06,Mumbai,Begumpet,LB Nagar,2.09,7,62.4,4.44,3.89,Cash,Completed
R13327,2025-04-13,Hyderabad,Ameerpet,Gachibowli,3.99,20,82.05,3.93,4.45,Card,Cancelled
R13328,2025-04-06,Bangalore,Mehdipatnam,Miyapur,13.45,60,164.51,4.09,4.73,Card,Completed
R13329,2025-02-04,Delhi,Secunderabad,Begumpet,14.33,56,242.44,4.38,4.03,Cash,Cancelled
R13330,2025-05-24,Pune,Uppal,Jubilee Hills,9.08,54,158.65,4.09,4.19,Cash,Completed
R13331,2025-02-10,Hyderabad,Gachibowli,Somajiguda,1.67,5,56.42,4.26,4.25,Card,Completed
R13332,2025-02-09,Bangalore,Secunderabad,Begumpet,5.66,22,130.43,3.86,4.29,Cash,Cancelled
R13333,2025-03-28,Mumbai,Miyapur,Gachibowli,12.07,48,233.59,4.78,4.35,Card,Completed
R13334,2025-04-21,Hyderabad,Jubilee Hills,Hitech City,12.84,51,145.17,3.84,4.71,UPI,Completed
R13335,2025-03-22,Delhi,Begumpet,Hitech City,3.64,12,71.46,3.82,4.22,UPI,Completed
R13336,2025-03-31,Hyderabad,Hitech City,Mehdipatnam,3.7,15,67.95,4.94,4.67,UPI,Completed
R13337,2025-03-11,Chennai,Somajiguda,Secunderabad,8.71,32,143.47,4.1,4.59,Card,Completed
R13338,2025-04-27,Delhi,Somajiguda,Miyapur,13.93,65,160.73,4.42,4.98,Card,Completed
R13339,2025-06-03,Chennai,Kondapur,Somajiguda,13.11,40,259.45,3.84,4.53,Cash,Completed
R13340,2025-02-14,Chennai,Miyapur,Hitech City,10.58,32,202.54,4.43,3.91,Card,Completed
R13341,2025-06-21,Mumbai,Gachibowli,Banjara Hills,14.37,63,307.13,4.57,3.82,UPI,Completed
R13342,2025-04-05,Mumbai,Madhapur,Kukatpally,11.57,48,180.49,4.88,4.89,UPI,Completed
R13343,2025-01-19,Hyderabad,Uppal,Kondapur,9.85,41,217.57,3.99,4.77,Card,Completed
R13344,2025-06-13,Delhi,Jubilee Hills,Somajiguda,13.5,57,175.99,4.05,4.09,Card,Cancelled
R13345,2025-05-14,Delhi,Kondapur,LB Nagar,14.55,52,161.87,4.81,4.24,UPI,Cancelled
R13346,2025-04-02,Chennai,Uppal,Begumpet,8.83,28,154.54,4.66,4.5,UPI,Cancelled
R13347,2025-05-10,Chennai,Gachibowli,Kondapur,13.58,43,286.07,4.09,4.08,UPI,Cancelled
R13348,2025-06-05,Pune,Miyapur,Secunderabad,14.75,73,291.21,4.68,4.87,UPI,Completed
R13349,2025-01-11,Delhi,Miyapur,Jubilee Hills,8.98,44,111.74,3.9,3.9,Cash,Completed
R13350,2025-01-31,Chennai,Uppal,Somajiguda,1.38,8,48.16,3.95,4.91,UPI,Completed
R13351,2025-04-29,Mumbai,Banjara Hills,Uppal,4.06,23,103.36,4.16,4.94,UPI,Cancelled
R13352,2025-05-12,Delhi,Ameerpet,Begumpet,8.71,30,114.01,4.46,4.06,UPI,Cancelled
R13353,2025-06-20,Chennai,Ameerpet,Madhapur,4.12,22,88.34,4.66,4.15,Card,Completed
R13354,2025-04-02,Delhi,Kukatpally,Kondapur,13.33,69,226.1,4.2,3.82,Card,Completed
R13355,2025-01-24,Chennai,Kondapur,Secunderabad,11.56,52,230.44,4.29,4.22,Cash,Completed
R13356,2025-06-06,Bangalore,Banjara Hills,Ameerpet,13.65,45,250.68,4.8,4.17,UPI,Completed
R13357,2025-04-12,Pune,Mehdipatnam,Madhapur,12.69,46,154.61,4.09,4.05,Card,Completed
R13358,2025-05-22,Pune,Begumpet,Miyapur,1.88,8,46.5,4.96,4.95,UPI,Cancelled
R13359,2025-03-17,Delhi,LB Nagar,Jubilee Hills,4.05,21,63.72,3.99,4.41,Card,Completed
R13360,2025-04-15,Mumbai,Ameerpet,Somajiguda,4.86,22,90.57,4.14,4.07,Card,Completed
R13361,2025-05-06,Pune,Kondapur,Ameerpet,2.82,12,56.75,4.05,4.28,Card,Completed
R13362,2025-02-17,Pune,Kondapur,Mehdipatnam,4.9,16,122.34,4.77,3.93,UPI,Completed
R13363,2025-03-08,Pune,Banjara Hills,Gachibowli,9.08,48,156.5,3.93,4.89,UPI,Completed
R13364,2025-06-03,Hyderabad,Jubilee Hills,Ameerpet,14.51,46,236.49,4.94,4.25,Card,Cancelled
R13365,2025-01-09,Pune,Gachibowli,Secunderabad,4.13,12,105.98,4.99,4.69,Card,Completed
R13366,2025-05-13,Mumbai,Kondapur,Secunderabad,5.87,24,86.87,4.13,4.84,UPI,Completed
R13367,2025-03-22,Hyderabad,Begumpet,Kukatpally,7.48,39,104.26,4.02,4.27,Cash,Cancelled
R13368,2025-05-15,Mumbai,Gachibowli,Kondapur,3.53,16,76.29,4.38,4.39,Cash,Completed
R13369,2025-03-01,Delhi,Kondapur,Uppal,4.59,22,91.67,3.96,3.83,UPI,Completed
R13370,2025-06-16,Pune,Somajiguda,Ameerpet,2.77,9,75.79,4.19,4.63,UPI,Completed
R13371,2025-02-01,Hyderabad,Madhapur,Gachibowli,7.88,44,162.1,4.64,4.89,UPI,Cancelled
R13372,2025-04-02,Bangalore,LB Nagar,Somajiguda,12.0,47,243.43,4.52,4.03,Cash,Completed
R13373,2025-06-05,Chennai,Ameerpet,Hitech City,14.13,57,181.64,4.06,4.72,UPI,Completed
R13374,2025-06-07,Bangalore,Mehdipatnam,Secunderabad,3.39,11,56.95,4.34,4.39,UPI,Completed
R13375,2025-05-03,Hyderabad,Jubilee Hills,Mehdipatnam,5.06,19,102.81,4.23,4.16,UPI,Completed
R13376,2025-01-16,Delhi,Mehdipatnam,Ameerpet,14.53,72,277.4,4.24,4.88,UPI,Completed
R13377,2025-04-14,Pune,Uppal,Banjara Hills,7.83,39,131.28,3.91,3.95,Card,Completed
R13378,2025-05-09,Delhi,Gachibowli,Hitech City,4.95,19,78.79,4.92,3.82,Card,Completed
R13379,2025-05-25,Mumbai,Kukatpally,Mehdipatnam,14.67,81,199.39,4.16,4.74,Card,Completed
R13380,2025-05-24,Pune,Ameerpet,Begumpet,10.0,33,178.62,4.94,4.14,Card,Completed
R13381,2025-03-10,Pune,LB Nagar,Hitech City,2.76,8,75.83,4.91,4.11,UPI,Completed
R13382,2025-04-08,Mumbai,Ameerpet,Jubilee Hills,9.74,37,199.42,4.05,4.05,Cash,Completed
R13383,2025-05-31,Mumbai,Madhapur,Secunderabad,2.06,6,57.87,4.22,3.98,UPI,Completed
R13384,2025-02-07,Hyderabad,Jubilee Hills,Kukatpally,2.6,13,65.08,4.1,4.64,Card,Completed
R13385,2025-02-18,Delhi,Begumpet,Madhapur,4.66,24,93.07,4.81,4.98,UPI,Completed
R13386,2025-05-29,Mumbai,Madhapur,Secunderabad,1.7,8,48.48,3.88,4.5,UPI,Completed
R13387,2025-01-11,Bangalore,Kukatpally,Ameerpet,6.41,26,87.27,4.38,4.83,Cash,Cancelled
R13388,2025-04-05,Bangalore,Uppal,Ameerpet,1.78,5,53.16,4.05,4.94,Cash,Completed
R13389,2025-01-01,Mumbai,LB Nagar,Kukatpally,4.76,17,107.11,4.32,4.69,Card,Completed
R13390,2025-02-28,Bangalore,Hitech City,Gachibowli,12.59,69,276.65,3.86,3.98,UPI,Completed
R13391,2025-04-26,Bangalore,Banjara Hills,Begumpet,11.77,41,257.7,4.95,4.52,Cash,Completed
R13392,2025-05-07,Mumbai,Banjara Hills,Secunderabad,5.38,22,120.42,4.56,4.8,UPI,Completed
R13393,2025-02-24,Chennai,LB Nagar,Madhapur,7.78,39,128.6,4.26,4.52,Cash,Completed
R13394,2025-04-26,Bangalore,Hitech City,Kukatpally,9.73,47,184.3,3.96,4.2,Card,Completed
R13395,2025-06-26,Chennai,Kondapur,LB Nagar,11.51,62,238.28,4.19,4.25,Cash,Completed
R13396,2025-02-28,Hyderabad,LB Nagar,Begumpet,2.7,11,74.6,3.99,4.9,Card,Completed
R13397,2025-04-02,Bangalore,Kukatpally,Kondapur,3.81,21,73.23,4.69,4.85,UPI,Completed
R13398,2025-01-07,Mumbai,Jubilee Hills,Kondapur,4.18,14,66.47,4.94,3.85,UPI,Completed
R13399,2025-06-29,Delhi,Miyapur,Mehdipatnam,14.68,82,238.13,4.98,4.64,Cash,Completed
R13400,2025-02-24,Delhi,LB Nagar,Somajiguda,13.92,68,239.31,4.35,4.45,Card,Cancelled
R13401,2025-03-07,Chennai,LB Nagar,Ameerpet,10.94,54,214.51,4.62,4.47,Cash,Completed
R13402,2025-05-27,Delhi,Gachibowli,Banjara Hills,12.53,70,254.76,4.02,4.62,UPI,Completed
R13403,2025-02-17,Delhi,Begumpet,LB Nagar,11.54,59,134.01,4.94,4.52,Card,Completed
R13404,2025-04-09,Mumbai,Miyapur,Madhapur,14.88,53,247.49,4.35,4.44,Cash,Completed
R13405,2025-06-10,Chennai,Gachibowli,Kondapur,7.66,36,121.57,4.98,4.42,Card,Completed
R13406,2025-01-14,Pune,Banjara Hills,LB Nagar,11.8,63,217.15,4.09,4.51,Card,Cancelled
R13407,2025-01-12,Mumbai,Banjara Hills,Madhapur,2.54,13,60.82,4.97,4.42,Card,Completed
R13408,2025-02-18,Pune,Somajiguda,Banjara Hills,10.23,36,224.26,4.28,4.36,Cash,Completed
R13409,2025-02-01,Hyderabad,Jubilee Hills,Kondapur,1.22,3,43.52,4.42,4.07,Cash,Completed
R13410,2025-04-19,Bangalore,Ameerpet,Banjara Hills,2.15,11,58.85,4.67,4.35,Card,Completed
R13411,2025-04-06,Chennai,Ameerpet,LB Nagar,12.31,47,146.84,4.18,4.3,UPI,Completed
R13412,2025-05-21,Hyderabad,Miyapur,Kondapur,10.75,52,197.66,4.16,4.55,Card,Completed
R13413,2025-03-03,Pune,Hitech City,Kondapur,7.06,34,142.0,4.25,4.07,UPI,Completed
R13414,2025-03-30,Pune,Secunderabad,Gachibowli,9.54,42,170.43,4.11,4.81,Cash,Cancelled
R13415,2025-04-12,Bangalore,Jubilee Hills,Hitech City,11.64,41,158.68,4.17,4.86,Cash,Cancelled
R13416,2025-03-22,Chennai,Banjara Hills,Kukatpally,12.02,60,257.82,4.59,3.93,Cash,Completed
R13417,2025-02-28,Pune,Somajiguda,Madhapur,8.42,25,101.31,4.74,4.04,Cash,Completed
R13418,2025-04-18,Mumbai,Somajiguda,Mehdipatnam,5.38,22,115.08,4.99,4.58,Cash,Completed
R13419,2025-01-20,Chennai,Uppal,Ameerpet,5.68,30,76.29,4.98,3.8,UPI,Cancelled
R13420,2025-05-05,Chennai,Jubilee Hills,Kukatpally,11.76,57,257.05,3.88,4.66,UPI,Cancelled
R13421,2025-06-20,Delhi,Jubilee Hills,Kukatpally,13.7,70,256.87,4.05,4.71,Cash,Completed
R13422,2025-04-23,Hyderabad,Madhapur,Hitech City,9.98,54,211.28,4.25,4.7,UPI,Completed
R13423,2025-06-14,Hyderabad,Uppal,Kukatpally,7.25,32,151.39,4.73,4.43,Card,Completed
R13424,2025-04-12,Chennai,Miyapur,Begumpet,1.28,4,45.66,4.66,4.14,UPI,Completed
R13425,2025-01-16,Hyderabad,Banjara Hills,Secunderabad,5.74,20,93.0,3.82,3.84,UPI,Completed
R13426,2025-05-05,Hyderabad,Secunderabad,Kondapur,10.68,49,227.86,4.94,4.8,UPI,Completed
R13427,2025-03-07,Bangalore,Begumpet,Hitech City,3.23,13,84.44,4.9,4.66,Cash,Completed
R13428,2025-05-20,Mumbai,Begumpet,Kukatpally,8.62,51,116.75,4.1,3.98,UPI,Completed
R13429,2025-04-22,Bangalore,Somajiguda,Gachibowli,8.5,46,189.35,4.39,4.44,Card,Completed
R13430,2025-01-13,Delhi,Gachibowli,Begumpet,8.24,25,125.44,3.88,4.72,Cash,Completed
R13431,2025-06-01,Mumbai,Miyapur,Begumpet,12.12,52,254.25,4.58,4.03,Card,Completed
R13432,2025-01-02,Hyderabad,Kondapur,Ameerpet,9.3,43,191.16,3.83,4.22,Cash,Completed
R13433,2025-03-30,Delhi,Uppal,Mehdipatnam,12.22,55,156.89,4.18,4.29,Card,Completed
R13434,2025-01-13,Bangalore,Mehdipatnam,Madhapur,3.46,13,65.36,4.03,3.92,UPI,Completed
R13435,2025-05-11,Bangalore,Madhapur,Hitech City,7.47,41,105.21,3.86,4.13,Cash,Completed
R13436,2025-05-05,Delhi,Uppal,Ameerpet,4.89,28,97.94,4.86,4.98,Card,Cancelled
R13437,2025-01-12,Mumbai,Secunderabad,Kondapur,9.54,44,139.08,4.61,4.23,Cash,Completed
R13438,2025-02-19,Mumbai,Jubilee Hills,Madhapur,4.23,16,102.31,4.67,4.69,UPI,Completed
R13439,2025-01-29,Bangalore,Kondapur,Ameerpet,13.39,51,169.3,4.94,3.89,Card,Completed
R13440,2025-01-22,Bangalore,Madhapur,Uppal,2.79,11,55.86,3.95,4.86,Cash,Completed
R13441,2025-04-05,Bangalore,Gachibowli,Madhapur,9.03,50,119.77,4.82,4.26,UPI,Completed
R13442,2025-02-10,Bangalore,Mehdipatnam,Miyapur,9.6,41,149.81,3.89,4.89,Card,Cancelled
R13443,2025-06-17,Delhi,Kukatpally,Secunderabad,5.03,27,88.91,4.87,4.84,Card,Completed
R13444,2025-01-13,Mumbai,Ameerpet,Hitech City,11.0,39,184.79,4.63,4.3,Cash,Completed
R13445,2025-04-02,Hyderabad,Uppal,Kukatpally,8.09,33,136.06,4.36,4.74,Card,Completed
R13446,2025-03-27,Bangalore,Kukatpally,Hitech City,2.97,15,58.41,4.54,4.49,UPI,Completed
R13447,2025-01-28,Bangalore,Mehdipatnam,Begumpet,9.66,29,133.2,4.51,4.44,UPI,Completed
R13448,2025-05-04,Chennai,Ameerpet,Jubilee Hills,14.5,44,285.81,4.2,4.1,Card,Completed
R13449,2025-02-25,Pune,Miyapur,Kondapur,3.27,11,71.02,3.82,4.19,UPI,Cancelled
R13450,2025-01-21,Pune,Kukatpally,Hitech City,6.03,28,115.61,4.47,4.2,Cash,Completed
R13451,2025-04-22,Chennai,Kondapur,Jubilee Hills,2.75,14,51.15,4.14,4.58,Card,Completed
R13452,2025-04-06,Mumbai,Kondapur,Banjara Hills,1.94,10,61.43,3.94,4.39,UPI,Completed
R13453,2025-03-07,Mumbai,Madhapur,Kondapur,13.11,72,186.25,4.18,4.92,Card,Completed
R13454,2025-01-01,Bangalore,Hitech City,Secunderabad,3.07,15,74.08,4.68,4.82,UPI,Completed
R13455,2025-04-12,Pune,Kondapur,Miyapur,9.48,31,190.16,4.33,4.04,Card,Cancelled
R13456,2025-06-05,Chennai,Gachibowli,Banjara Hills,8.99,46,157.96,4.6,5.0,Cash,Completed
R13457,2025-05-04,Mumbai,Uppal,Gachibowli,2.58,10,71.34,4.63,4.88,UPI,Completed
R13458,2025-03-18,Bangalore,Somajiguda,Miyapur,3.2,11,73.82,4.75,4.17,UPI,Cancelled
R13459,2025-04-25,Delhi,Madhapur,Kukatpally,6.98,33,155.67,3.84,4.34,Card,Cancelled
R13460,2025-05-09,Mumbai,Uppal,Secunderabad,10.31,47,160.01,4.3,4.93,Card,Completed
R13461,2025-01-13,Mumbai,Hitech City,Ameerpet,1.96,6,48.32,4.67,4.95,Cash,Cancelled
R13462,2025-01-07,Pune,Hitech City,Banjara Hills,11.75,64,257.57,4.32,4.39,UPI,Completed
R13463,2025-01-10,Delhi,Mehdipatnam,Somajiguda,14.94,54,231.01,4.98,4.27,Cash,Completed
R13464,2025-02-28,Hyderabad,Secunderabad,Gachibowli,6.45,23,127.01,3.81,4.3,Card,Cancelled
R13465,2025-03-16,Hyderabad,Ameerpet,Begumpet,8.26,44,158.74,4.99,4.78,Cash,Completed
R13466,2025-03-26,Chennai,Banjara Hills,Somajiguda,8.15,32,98.73,4.35,4.12,Cash,Completed
R13467,2025-06-06,Hyderabad,Uppal,Madhapur,13.98,66,282.39,4.28,4.34,Card,Completed
R13468,2025-05-26,Bangalore,Secunderabad,Kondapur,10.3,42,223.08,4.36,4.82,Cash,Completed
R13469,2025-06-14,Mumbai,Banjara Hills,LB Nagar,9.07,36,203.9,4.21,3.85,Card,Cancelled
R13470,2025-05-24,Hyderabad,Uppal,Banjara Hills,1.27,4,38.93,4.2,4.61,Card,Completed
R13471,2025-01-02,Mumbai,Gachibowli,Somajiguda,8.79,37,186.42,3.87,4.48,Card,Completed
R13472,2025-01-27,Mumbai,Miyapur,Madhapur,1.87,6,42.33,4.36,4.91,UPI,Completed
R13473,2025-06-09,Bangalore,Banjara Hills,Ameerpet,1.73,8,54.69,4.56,3.82,Card,Completed
R13474,2025-02-12,Mumbai,LB Nagar,Jubilee Hills,7.99,46,97.39,4.34,4.08,Card,Completed
R13475,2025-04-19,Delhi,Kukatpally,Gachibowli,10.61,48,199.4,4.93,4.44,UPI,Cancelled
R13476,2025-04-29,Mumbai,Miyapur,Banjara Hills,5.12,27,102.31,4.56,4.62,Cash,Completed
R13477,2025-02-18,Chennai,Banjara Hills,Uppal,14.6,63,223.35,4.11,4.36,UPI,Cancelled
R13478,2025-02-09,Chennai,LB Nagar,Uppal,7.55,43,156.01,4.77,4.05,Cash,Completed
R13479,2025-03-10,Chennai,Madhapur,Kukatpally,3.64,16,89.79,4.12,4.74,UPI,Completed
R13480,2025-05-31,Pune,Ameerpet,Somajiguda,1.61,8,44.84,4.65,4.6,UPI,Completed
R13481,2025-02-17,Hyderabad,Jubilee Hills,Uppal,10.86,33,239.71,4.97,3.9,Cash,Cancelled
R13482,2025-01-18,Chennai,Jubilee Hills,Secunderabad,12.54,50,141.44,4.99,4.65,Cash,Completed
R13483,2025-03-31,Hyderabad,Begumpet,Gachibowli,4.73,26,77.52,3.95,4.45,UPI,Cancelled
R13484,2025-05-13,Chennai,Kukatpally,Ameerpet,11.55,60,210.43,4.73,4.1,Card,Completed
R13485,2025-01-06,Mumbai,Secunderabad,LB Nagar,1.51,6,43.07,4.84,4.87,UPI,Completed
R13486,2025-02-06,Chennai,LB Nagar,Somajiguda,9.59,47,209.22,4.5,4.55,UPI,Completed
R13487,2025-05-04,Delhi,Kukatpally,Miyapur,11.19,62,191.25,4.51,4.95,Card,Completed
R13488,2025-04-25,Pune,Banjara Hills,Jubilee Hills,10.62,36,228.07,4.07,4.93,Cash,Completed
R13489,2025-03-23,Chennai,Jubilee Hills,Somajiguda,1.27,5,43.33,3.99,4.88,Card,Completed
R13490,2025-05-28,Mumbai,Begumpet,Madhapur,1.21,6,38.85,4.42,4.26,Cash,Completed
R13491,2025-06-26,Chennai,Kondapur,Mehdipatnam,2.35,8,52.59,4.78,4.12,Cash,Completed
R13492,2025-05-26,Hyderabad,Kukatpally,Jubilee Hills,5.7,17,103.21,4.51,4.05,UPI,Completed
R13493,2025-02-24,Hyderabad,Kukatpally,Secunderabad,12.21,53,258.16,4.43,4.98,UPI,Cancelled
R13494,2025-03-14,Chennai,Banjara Hills,Ameerpet,13.84,69,179.46,4.18,4.24,Card,Completed
R13495,2025-03-24,Chennai,Miyapur,Secunderabad,10.18,52,143.24,4.65,3.81,Cash,Cancelled
R13496,2025-01-28,Chennai,Banjara Hills,Gachibowli,4.46,25,95.64,4.84,3.94,Card,Completed
R13497,2025-03-21,Chennai,Gachibowli,Somajiguda,6.36,20,137.41,4.38,4.59,Cash,Completed
R13498,2025-03-10,Hyderabad,Somajiguda,Kukatpally,9.9,47,117.6,4.87,4.65,UPI,Completed
R13499,2025-01-19,Bangalore,Miyapur,Uppal,4.37,24,74.55,4.03,4.6,Card,Cancelled
R13500,2025-02-19,Chennai,Begumpet,Uppal,1.79,6,54.8,3.92,4.12,Card,Completed
R13501,2025-05-10,Mumbai,Gachibowli,Banjara Hills,12.5,66,141.8,4.85,4.43,Card,Completed
R13502,2025-06-29,Pune,Mehdipatnam,Banjara Hills,12.86,41,199.49,4.02,4.86,Card,Cancelled
R13503,2025-03-30,Mumbai,LB Nagar,Ameerpet,5.48,22,96.62,3.99,4.72,Card,Completed
R13504,2025-03-25,Chennai,Jubilee Hills,Kukatpally,9.18,32,161.05,4.37,3.84,UPI,Cancelled
R13505,2025-01-31,Mumbai,Banjara Hills,Secunderabad,9.77,31,174.25,4.06,4.18,UPI,Completed
R13506,2025-02-15,Hyderabad,Miyapur,Jubilee Hills,12.12,65,176.29,4.84,4.67,UPI,Completed
R13507,2025-06-21,Chennai,Mehdipatnam,Jubilee Hills,1.25,4,46.62,4.43,4.01,UPI,Completed
R13508,2025-05-23,Hyderabad,Begumpet,LB Nagar,8.98,51,174.02,3.93,4.28,Card,Completed
R13509,2025-05-23,Mumbai,Kondapur,Banjara Hills,4.45,20,77.91,4.95,4.47,Cash,Cancelled
R13510,2025-02-04,Pune,Miyapur,Uppal,3.29,17,73.69,4.48,4.55,Cash,Completed
R13511,2025-05-17,Mumbai,Banjara Hills,Somajiguda,7.64,31,130.65,3.91,3.87,Cash,Completed
R13512,2025-05-22,Chennai,Miyapur,Begumpet,4.0,22,103.65,4.65,3.98,UPI,Completed
R13513,2025-05-10,Delhi,Uppal,LB Nagar,2.6,8,54.82,4.7,4.94,Card,Completed
R13514,2025-01-16,Mumbai,Madhapur,Gachibowli,6.54,22,84.17,4.18,4.22,UPI,Completed
R13515,2025-01-09,Mumbai,Mehdipatnam,Miyapur,10.61,54,227.5,4.25,4.45,UPI,Completed
R13516,2025-01-01,Delhi,Kondapur,Ameerpet,14.0,66,301.81,4.51,4.85,UPI,Completed
R13517,2025-01-17,Hyderabad,Gachibowli,Mehdipatnam,9.41,33,202.51,4.1,4.06,Cash,Completed
R13518,2025-02-04,Bangalore,Banjara Hills,Madhapur,10.19,41,149.87,4.3,4.18,Cash,Completed
